Gene dn_silentCFPK dn_damaging dn_lof mut_silentCFPK mut_damaging mut_lof caseData1 caseData2 caseData3 controlData1 controlData2 controlData3 BF_dn_silentCFPK BF_dn_MiD BF_dn_lof BF_cc_MiD_lof_pop1 BF_cc_MiD_lof_pop2 BF_cc_MiD_lof_pop3 BF qvalue
SLC2A8 0 0 0 6.50675e-06 5.3527e-06 1.00180640433713e-06 1 0 1 0 0 5 0.996970726463765 0.994915966622676 0.976045234518147 1.39641941261819 0.98660872036582 0.985930030462008 1.31506032329189 0.853788603492788
ARRDC4 0 0 0 3.84049e-06 2.95981e-06 1.00699165887706e-06 1 0 0 0 0 2 0.998209781551203 0.997182637283 0.97592291758749 1.39641941261819 0.98660872036582 0.982564003058375 1.31502413229114 0.853801325315966
CANT1 0 0 0 7.20121e-06 4.97981e-06 7.87601171880885e-07 3 0 0 2 0 2 0.996648509912369 0.995268539625446 0.981113122518252 1.39377147895099 0.98660872036582 0.982564003058375 1.31491825556928 0.853814041866628
WRAP53 0 0 0 1.38433e-06 3.45077e-06 1.89356751432855e-06 1 0 1 0 0 3 0.999353957090978 0.996716770191973 0.95525743709883 1.39641941261819 0.98660872036582 1.00302264858083 1.31487084739759 0.853826751950589
ING4 0 0 0 1.81763e-07 3.3247e-06 7.33706557874495e-07 1 0 0 0 0 3 0.999915126274798 0.996836357099741 0.982392816437804 1.39641941261819 0.98660872036582 0.974553359057078 1.31473624507533 0.853839457360863
MLXIP 0 0 0 1.19086e-05 1.04146e-10 1.68091649481225e-06 1 0 0 0 0 0 0.994469915026395 0.99999990059917 0.960169480425219 1.39641941261819 0.98660872036582 0.999384216387138 1.31471863040273 0.853852155704213
FAM117B 0 0 0 8.5743e-06 1.95591e-06 1.56785914376575e-06 2 0 0 1 0 0 0.996012041591263 0.998136523421943 0.962792425746658 1.39298827842256 0.98660872036582 0.999384216387138 1.31465591382053 0.853864847910822
TRIM7 0 0 0 6.70103e-06 3.10157e-06 1.16544070801999e-06 1 1 0 1 0 2 0.996880562915186 0.997048079925498 0.972193403971118 0.987484009068443 1.40206218835785 0.982564003058375 1.31452877742053 0.853877535305468
ZP2 0 0 0 1.11606e-10 1.04146e-10 1.81891302175069e-06 2 0 0 1 0 0 0.999999947881432 0.99999990059917 0.956978699068623 1.39298827842256 0.98660872036582 0.999384216387138 1.31439864665353 0.853890217953728
MYLK3 0 0 0 3.00407e-07 3.42262e-08 1.55782754261185e-06 1 0 0 0 0 1 0.999859733631671 0.999967334251758 0.963025544550481 1.39641941261819 0.98660872036582 0.990839023890334 1.31439721214618 0.853902893225426
CD82 0 0 0 8.56195e-08 2.5123e-06 1.01590402817479e-06 2 0 0 1 0 2 0.999960018402443 0.997607637466524 0.975712720136475 1.39298827842256 0.98660872036582 0.982564003058375 1.31436997347632 0.853915561655069
ELOVL7 0 0 0 1.11606e-10 2.35313e-06 7.89503490093715e-07 1 0 0 0 0 3 0.999999947881432 0.997758884577032 0.981067987021026 1.39641941261819 0.98660872036582 0.974553359057078 1.31428979488667 0.853928224331691
POLR3C 0 0 0 1.11606e-10 1.04146e-10 1.56870483339345e-06 1 0 0 0 0 1 0.999999947881432 0.99999990059917 0.962772776101859 1.39641941261819 0.98660872036582 0.990839023890334 1.31427929400629 0.853940879835284
TRMT61A 0 0 0 4.73291e-06 4.94447e-06 5.098433970738e-07 2 0 0 0 1 0 0.997794712686881 0.995301966509869 0.987728197172953 2.02750376044662 0.661224843302648 0.999384216387138 1.31424650068427 0.85395352862792
PBXIP1 0 0 0 1.11606e-10 8.57651e-07 1.53749848700209e-06 1 0 0 0 0 1 0.999999947881432 0.999182064094871 0.963498152560947 1.39641941261819 0.98660872036582 0.990839023890334 1.31419382851704 0.853966171121805
MRPL4 0 0 0 2.89491e-06 3.55498e-06 1.02860654418205e-06 1 0 0 0 0 2 0.998649956322867 0.99661793982899 0.975413219355845 1.39641941261819 0.98660872036582 0.982564003058375 1.31417227822107 0.85397880668649
SUV420H2 0 0 0 5.01788e-06 2.61181e-06 1.72856117573989e-06 1 0 0 0 0 0 0.997662245246745 0.997513102936534 0.95906649685362 1.39641941261819 0.98660872036582 0.999384216387138 1.31414770252861 0.85399143538984
GZF1 0 0 0 1.11606e-10 2.80689e-06 1.12308679810085e-06 1 0 0 0 0 2 0.999999947881432 0.997327826498188 0.973188760816751 1.39641941261819 0.98660872036582 0.982564003058375 1.31388294516222 0.854004062143124
HPDL 0 0 0 7.71705e-06 2.19629e-06 6.60665170357245e-07 1 0 0 0 0 3 0.996409306102671 0.997907960486917 0.984130099895741 1.39641941261819 0.98660872036582 0.974553359057078 1.31385436199458 0.854016682126046
NCEH1 0 0 0 2.19184e-06 3.4839e-06 7.17480180923065e-07 1 0 0 0 0 3 0.998977495100192 0.996685348433664 0.982778464831729 1.39641941261819 0.98660872036582 0.974553359057078 1.31381997399661 0.85402929546301
ZNF337 0 0 0 1.11606e-10 1.04146e-10 2.35719940895926e-06 2 0 1 1 0 2 0.999999947881432 0.99999990059917 0.944644491628707 1.39298827842256 0.98660872036582 1.01198372962338 1.31381517107141 0.85404190155611
SLC35B2 0 0 0 1.2234e-06 3.20122e-06 9.84313644717625e-07 2 0 0 1 0 2 0.999429017059727 0.996953513765068 0.976458003541672 1.39298827842256 0.98660872036582 0.982564003058375 1.31381341921335 0.854054500349426
BTBD8 0 0 0 1.04054e-06 1.15462e-06 7.4379731728236e-07 2 0 0 0 1 0 0.999514319298349 0.99889914408346 0.982153076598382 2.02750376044662 0.661224843302648 0.999384216387138 1.31381180454286 0.854067091846532
GNPAT 0 0 0 5.64951e-07 3.68072e-06 1.68119127269527e-06 2 0 0 1 0 0 0.999736245331368 0.996498715826987 0.960163115223895 1.39298827842256 0.98660872036582 0.999384216387138 1.31380859125898 0.854079676086383
LARP6 0 0 0 2.56139e-06 2.57822e-06 6.5869908827815e-07 2 0 0 0 1 0 0.998805306024891 0.997545011534485 0.984176910160399 2.02750376044662 0.661224843302648 0.999384216387138 1.31380173402519 0.854092253149582
EXOC7 0 0 0 2.02394e-06 4.98756e-06 2.10696301724043e-06 2 1 0 2 0 0 0.999055746667251 0.995261209455263 0.950356254265934 0.992213604214878 1.40206218835785 0.999384216387138 1.31376648260828 0.854104823620956
BAI2 0 0 0 2.03022e-05 4.24027e-06 3.95181651503733e-06 0 2 0 1 0 1 0.990609204700251 0.995968492643636 0.909130537391235 0.719168837792261 2.05544352458945 0.990839023890334 1.3137529882769 0.85411738706305
ANGPT4 0 0 0 2.12285e-06 3.01758e-06 1.07839157783771e-06 1 0 0 0 0 2 0.999009647119556 0.997127798315989 0.974240368957509 1.39641941261819 0.98660872036582 0.982564003058375 1.31373661394018 0.85412994354064
RSPRY1 0 0 0 1.11606e-10 4.97624e-06 1.64458610316137e-06 2 0 0 1 0 0 0.999999947881432 0.995271916267594 0.961011483336278 1.39298827842256 0.98660872036582 0.999384216387138 1.31369698193719 0.854142493533293
DUOXA1 0 0 0 1.14658e-06 2.87428e-06 1.45259446929469e-06 1 0 0 0 0 1 0.999464850979576 0.997263838387592 0.965474781489755 1.39641941261819 0.98660872036582 0.990839023890334 1.31365844326444 0.854155037024408
SERINC1 0 0 0 2.78066e-07 2.53518e-06 1.14027429706359e-06 1 0 0 0 0 2 0.999870163749385 0.997585899945485 0.972784701901258 1.39641941261819 0.98660872036582 0.982564003058375 1.31350678436348 0.854167576321367
NEDD1 0 0 0 2.05797e-08 2.85221e-06 1.73595851113733e-06 2 0 0 1 0 0 0.999990389636716 0.997284793416918 0.958895373425289 1.39298827842256 0.98660872036582 0.999384216387138 1.31344274016895 0.854180109645622
IGSF3 0 0 0 1.94197e-08 3.53463e-06 2.82830997337063e-06 0 1 1 0 0 1 0.999990931331654 0.99663723782933 0.933994404736703 0.985463527632272 1.40206218835785 1.02122969537149 1.31343538799312 0.854192635849483
PROX1 0 0 0 4.09244e-07 4.02652e-06 1.68296386606581e-06 2 0 0 1 0 0 0.999808925137855 0.996170976059625 0.960122054408257 1.39298827842256 0.98660872036582 0.999384216387138 1.31341580230119 0.854205155187852
CCDC19 0 0 0 1.11606e-10 3.52542e-06 1.96349995738587e-06 1 0 1 0 0 3 0.999999947881432 0.996645971950102 0.953648169046879 1.39641941261819 0.98660872036582 1.00302264858083 1.31341097060689 0.854217667366836
SAMD8 0 0 0 1.11606e-10 3.9255e-06 1.22226857293577e-06 0 1 0 0 0 2 0.999999947881432 0.996266698753143 0.970859672395076 0.985463527632272 1.40206218835785 0.982564003058375 1.31310886996229 0.854230178432868
GLCE 0 0 0 1.11606e-10 4.2759e-06 1.09011433801469e-06 1 0 0 0 0 2 0.999999947881432 0.995934748318303 0.973964428755236 1.39641941261819 0.98660872036582 0.982564003058375 1.3130934506256 0.854242682563532
ARL6IP4 0 0 0 8.55915e-06 2.03564e-06 1.26027643032003e-06 2 0 0 1 0 1 0.996019059580336 0.998060701870491 0.969968775104081 1.39298827842256 0.98660872036582 0.990839023890334 1.31303974829281 0.854255180542302
MSS51 0 0 0 1.11606e-10 1.40307e-06 1.10396686181703e-06 2 0 0 1 0 2 0.999999947881432 0.998662565114867 0.973638468334281 1.39298827842256 0.98660872036582 0.982564003058375 1.31301513934199 0.854267671783871
MOGAT2 0 0 0 1.11606e-10 3.53706e-06 7.83425232884215e-07 1 0 0 0 0 3 0.999999947881432 0.996634933411417 0.981212211344277 1.39641941261819 0.98660872036582 0.974553359057078 1.31300227210503 0.854280156055776
PLD4 0 0 0 5.77606e-06 3.88677e-06 1.34498771484904e-06 1 0 0 0 0 1 0.997309980684206 0.996303402482369 0.967986425051462 1.39641941261819 0.98660872036582 0.990839023890334 1.31297052239274 0.854292633747204
TSC22D1 0 0 0 4.90327e-06 1.07737e-06 1.72671218102389e-06 2 0 0 1 0 0 0.997715517082728 0.998972724840489 0.959109275166977 1.39298827842256 0.98660872036582 0.999384216387138 1.31296559593525 0.854305104319766
GDA 0 0 0 1.16562e-06 3.92929e-06 1.791252636645e-06 1 0 0 0 0 0 0.999455969224727 0.99626310717661 0.957617322176415 1.39641941261819 0.98660872036582 0.999384216387138 1.3128739200084 0.854317569538827
CPQ 0 0 0 1.11606e-10 2.81891e-06 1.05506243914779e-06 2 0 0 1 0 2 0.999999947881432 0.99731641270089 0.974789768395187 1.39298827842256 0.98660872036582 0.982564003058375 1.31279576430991 0.854330029134953
PINK1 0 0 0 4.13584e-06 3.50958e-06 1.44722654185124e-06 2 0 1 1 0 4 0.998072374200412 0.996660993841806 0.965599902228403 1.39298827842256 0.98660872036582 0.994340117915832 1.31260508785141 0.854342485393617
CEP135 0 0 0 1.11606e-10 6.35089e-06 4.22761585294954e-06 4 0 3 3 0 4 0.999999947881432 0.99397333767647 0.903139987267698 1.39838105455402 0.98660872036582 1.05970881196143 1.31246221981697 0.854354937349089
QRSL1 0 0 0 8.39638e-08 4.03398e-06 1.46558350382889e-06 1 0 0 0 0 1 0.999960791531367 0.996163907945315 0.965172095306995 1.39641941261819 0.98660872036582 0.990839023890334 1.312449077111 0.854367382377288
NPLOC4 0 0 0 1.23363e-06 7.0181e-06 1.89266876606537e-06 1 1 0 1 0 0 0.999424245308029 0.993344217957451 0.955278138503639 0.987484009068443 1.40206218835785 0.999384216387138 1.31222806849501 0.854379824693819
APH1B 0 0 0 1.36367e-06 2.17636e-06 7.35791315122375e-07 2 0 0 1 0 3 0.99936359256275 0.997926906931583 0.982343280706642 1.39298827842256 0.98660872036582 0.974553359057078 1.31215025668712 0.854392261401953
CCPG1 0 0 0 6.55787e-07 3.06771e-06 1.85944341972658e-06 1 0 0 0 0 0 0.999693850474159 0.997080216390736 0.956043787738063 1.39641941261819 0.98660872036582 0.999384216387138 1.31210387257256 0.854404691870449
BCCIP 0 0 0 1.57672e-06 1.55351e-06 8.6218798674999e-07 1 0 0 0 0 3 0.999264238680907 0.998519365146284 0.979345160004361 1.39641941261819 0.98660872036582 0.974553359057078 1.31201581095306 0.854417116948057
UTP15 0 0 0 1.11606e-10 3.37526e-06 1.51309517112266e-06 1 0 0 0 0 1 0.999999947881432 0.996788393833409 0.964065819044931 1.39641941261819 0.98660872036582 0.990839023890334 1.3118179384866 0.854429538860896
SLC43A3 0 0 0 1.11606e-10 4.13964e-06 1.4831569440524e-06 1 0 0 0 0 1 0.999999947881432 0.996063808722558 0.964762745605956 1.39641941261819 0.98660872036582 0.990839023890334 1.31181198063329 0.854441953730493
RCBTB1 0 0 0 1.11606e-10 3.85271e-06 1.39262733711984e-06 2 0 0 1 0 1 0.999999947881432 0.996335682671038 0.966873576518004 1.39298827842256 0.98660872036582 0.990839023890334 1.31180979069729 0.85445436148676
CAPG 0 0 0 1.11606e-10 3.66515e-06 1.01974972051102e-06 1 1 0 1 0 3 0.999999947881432 0.996513477492867 0.975622035357716 0.987484009068443 1.40206218835785 0.974553359057078 1.31180030118941 0.854466762283388
GTF2IRD2B 0 0 0 1.11606e-10 1.04146e-10 2.00428438382753e-06 1 0 0 0 0 0 0.999999947881432 0.99999990059917 0.952711038987964 1.39641941261819 0.98660872036582 0.999384216387138 1.3117601857384 0.854479156745238
CCDC63 0 0 0 1.11606e-10 9.88553e-07 1.86694724296283e-06 2 0 0 1 0 0 0.999999947881432 0.999057335962411 0.955870809051918 1.39298827842256 0.98660872036582 0.999384216387138 1.31163950161052 0.854491546505365
LRRC8B 0 0 0 1.11606e-10 3.34842e-06 1.44261020488288e-06 3 0 0 2 0 1 0.999999947881432 0.996813854796954 0.965707518596234 1.39377147895099 0.98660872036582 0.990839023890334 1.31159357766924 0.854503930058044
NLRP12 0 0 0 1.11606e-10 1.56026e-06 2.15346803817418e-06 1 1 0 1 0 0 0.999999947881432 0.998512940913149 0.949291858251775 0.987484009068443 1.40206218835785 0.999384216387138 1.31154521150691 0.854516307457951
PDE7B 0 0 0 1.11606e-10 2.97842e-06 1.5376336913949e-06 1 0 0 0 0 1 0.999999947881432 0.997164970855767 0.963495008490388 1.39641941261819 0.98660872036582 0.990839023890334 1.31153652723179 0.854528677909458
FASTKD3 0 0 0 1.11606e-10 2.25584e-06 1.22008519931386e-06 1 0 0 0 0 2 0.999999947881432 0.997851353399218 0.970910877889492 1.39641941261819 0.98660872036582 0.982564003058375 1.31149570208939 0.854541042067114
HCN4 0 0 0 1.8631e-05 1.04146e-10 1.65425219107633e-06 1 0 0 0 0 0 0.991375458250985 0.99999990059917 0.960787379398105 1.39641941261819 0.98660872036582 0.999384216387138 1.31147109678801 0.854553399609156
VPS36 0 0 0 8.559e-07 2.85736e-06 1.5307788644201e-06 1 0 0 0 0 1 0.999600466803043 0.997279903518377 0.963654426402437 1.39641941261819 0.98660872036582 0.990839023890334 1.31138064219989 0.85456575186928
FKBP9 0 0 0 3.0977e-06 5.64495e-06 1.17245381701823e-06 1 0 1 0 0 5 0.998555522982288 0.994639806824277 0.972028698492425 1.39641941261819 0.98660872036582 0.985930030462008 1.31136643682596 0.854578097314764
DPEP3 0 0 0 4.76095e-08 3.37297e-06 1.04439930450558e-06 1 1 0 1 0 3 0.999977767471651 0.996790566124976 0.975040999046468 0.987484009068443 1.40206218835785 0.974553359057078 1.31135450474801 0.854590435905663
NTNG2 0 0 0 9.93654e-06 5.67002e-06 1.24683326292999e-06 1 0 0 0 0 1 0.995381415328594 0.994616123912262 0.970283776629771 1.39641941261819 0.98660872036582 0.990839023890334 1.31131709615337 0.854602768161236
PLK4 0 0 0 3.05072e-07 4.95251e-06 2.23893184064856e-06 2 0 1 1 0 2 0.999857555757806 0.995294361563191 0.947339235591136 1.39298827842256 0.98660872036582 1.01198372962338 1.31117645858747 0.854615096166442
TADA2B 0 0 0 3.00321e-06 2.18124e-06 7.50041431882715e-07 2 0 0 0 1 0 0.998599521952253 0.997922267698515 0.982004759273487 2.02750376044662 0.661224843302648 0.999384216387138 1.31112765228955 0.854627418075598
P4HA3 0 0 0 2.43401e-06 3.91561e-06 1.51225089662908e-06 2 0 1 1 0 4 0.99886465101783 0.996276071083875 0.964085465089673 1.39298827842256 0.98660872036582 0.994340117915832 1.31108018121285 0.854639733867078
SPAG6 0 0 0 1.03083e-06 2.92636e-06 1.58853917074335e-06 2 1 0 2 0 2 0.999518849320712 0.997214392788343 0.96231205196365 0.992213604214878 1.40206218835785 0.982564003058375 1.311078680859 0.85465204262087
KIF3C 0 0 0 1.75832e-06 8.77212e-06 1.54427189280501e-06 2 0 0 1 0 0 0.999179566958214 0.991693963471924 0.963340656420575 1.39298827842256 0.98660872036582 0.999384216387138 1.31107036621949 0.854664344480148
COLGALT2 0 0 0 3.05727e-06 6.29965e-06 1.7649500571672e-06 2 1 0 2 0 1 0.998574348604618 0.994021683966174 0.958225035603426 0.992213604214878 1.40206218835785 0.990839023890334 1.31105024155949 0.854676639688415
NPRL2 0 0 0 2.69307e-06 3.26593e-06 1.14292923004595e-06 1 0 0 0 0 2 0.998743965194114 0.99689211424492 0.972722304015158 1.39641941261819 0.98660872036582 0.982564003058375 1.31103075465629 0.854688928238567
RBBP5 0 0 0 1.37925e-07 4.19274e-06 1.86010797345029e-06 1 0 0 0 0 0 0.999935594976155 0.996013510577215 0.956028466992721 1.39641941261819 0.98660872036582 0.999384216387138 1.31099608750595 0.854701210441527
ULK3 0 0 0 5.12447e-06 1.73366e-06 1.62401298144104e-06 0 1 0 0 0 1 0.997612706345816 0.998347936532536 0.961488655412537 0.985463527632272 1.40206218835785 0.990839023890334 1.31098884538628 0.854713485751534
RNF38 0 0 0 2.11658e-08 2.13534e-06 1.94537471792769e-06 1 0 0 0 0 0 0.999990115940898 0.997965904735243 0.954064973124241 1.39641941261819 0.98660872036582 0.999384216387138 1.31093958233957 0.854725755018857
CAMK2A 0 0 0 1.18405e-06 3.62313e-06 1.86552671505257e-06 1 0 0 0 0 0 0.999447372173669 0.996553318062138 0.955903552496821 1.39641941261819 0.98660872036582 0.999384216387138 1.31089485550357 0.854738018157572
TAB2 0 0 0 1.11606e-10 8.17942e-07 1.9998340013333e-06 1 0 0 0 0 0 0.999999947881432 0.999219906129229 0.952813248533897 1.39641941261819 0.98660872036582 0.999384216387138 1.31087763953589 0.854750274620469
KIF19 0 0 0 1.65707e-05 1.04146e-10 2.35298783939625e-06 0 1 1 0 0 2 0.992321776108995 0.99999990059917 0.944740306452957 0.985463527632272 1.40206218835785 1.01198372962338 1.31082973981023 0.854762525029304
MMP27 0 0 0 1.11606e-10 2.73394e-06 1.22253325776054e-06 1 0 0 0 0 2 0.999999947881432 0.997397102773173 0.970853465087335 1.39641941261819 0.98660872036582 0.982564003058375 1.31082115426242 0.85477476860021
IRX6 0 0 0 1.11606e-10 2.83593e-06 1.46520627137191e-06 2 0 0 1 0 1 0.999999947881432 0.997300251494376 0.96518088454663 1.39298827842256 0.98660872036582 0.990839023890334 1.31078098485564 0.854787005972791
KANK4 0 0 0 1.11606e-10 4.47363e-07 1.7809587897504e-06 0 1 0 0 0 1 0.999999947881432 0.999573193737253 0.957855107478837 0.985463527632272 1.40206218835785 0.990839023890334 1.31076649895155 0.854799236637168
ERCC4 0 0 0 2.01753e-06 8.0059e-06 2.07290028264602e-06 4 1 0 4 0 2 0.999058734360742 0.99241420864469 0.951136715672678 1.00894689454272 1.40206218835785 0.982564003058375 1.31076059140709 0.854811460427068
OTOP2 0 0 0 3.45834e-06 4.67798e-06 1.32702042993346e-06 2 0 0 1 0 1 0.998387628105307 0.995554099314178 0.968406505506386 1.39298827842256 0.98660872036582 0.990839023890334 1.31074215903619 0.854823677599483
PNN 0 0 0 9.77541e-07 2.35271e-06 1.77760561965212e-06 1 1 0 1 0 1 0.999543711063983 0.997759283728901 0.957932579041971 0.987484009068443 1.40206218835785 0.990839023890334 1.31057827244838 0.854835891075382
NME6 0 0 0 3.91604e-08 2.14145e-06 9.149630547838e-07 1 0 0 0 0 3 0.999981712931891 0.997960095760526 0.978096349266969 1.39641941261819 0.98660872036582 0.974553359057078 1.31054917686201 0.854848098157142
AAAS 0 0 0 8.92888e-07 2.36438e-06 1.98187457099816e-06 2 0 1 1 0 3 0.999583208107321 0.997748193122558 0.953225836963399 1.39298827842256 0.98660872036582 1.00302264858083 1.31050553175572 0.854860299141693
CRELD1 0 0 0 1.0464e-06 3.26078e-06 1.79314971756377e-06 2 0 0 1 0 0 0.999511585442911 0.996897000513077 0.957573507238478 1.39298827842256 0.98660872036582 0.999384216387138 1.31049431650036 0.854872493384822
RYR2 0 0 0 5.33608e-07 2.73677e-05 1.33636055614757e-05 4 3 3 4 1 8 0.999750874536814 0.974517243952731 0.72748456444397 1.00894689454272 1.7970395252884 1.01976801608499 1.31048612768574 0.854884680831708
INSRR 0 0 0 8.22224e-06 5.59175e-07 3.15113154716745e-06 1 0 1 0 0 0 0.996175153488342 0.999466573848549 0.926773653795135 1.39641941261819 0.98660872036582 1.03076711477341 1.31038538502563 0.854896863340617
HNF4A 0 0 0 1.11606e-10 4.87036e-06 1.50364522559e-06 1 0 0 0 0 1 0.999999947881432 0.995372071567031 0.964285742166842 1.39641941261819 0.98660872036582 0.990839023890334 1.31025282256536 0.854909041552507
CALCR 0 0 0 1.11606e-10 1.04146e-10 1.6960313650554e-06 1 0 0 0 0 1 0.999999947881432 0.99999990059917 0.959819415661543 1.39641941261819 0.98660872036582 0.990839023890334 1.31024766726029 0.854921212922436
PGS1 0 0 0 1.4368e-06 3.85e-06 1.41611129253714e-06 2 0 0 1 0 1 0.99932948682065 0.996338251145325 0.966325520991043 1.39298827842256 0.98660872036582 0.990839023890334 1.31019057272461 0.854933378494953
IGF2BP2 0 0 0 2.10812e-06 4.85915e-06 1.82253305706578e-06 1 0 0 0 0 0 0.999016512142383 0.995382676594729 0.956895154706104 1.39641941261819 0.98660872036582 0.999384216387138 1.31014816732207 0.854945537981348
ZNF418 0 0 0 1.11606e-10 1.04146e-10 2.47555863830641e-06 2 0 1 1 0 2 0.999999947881432 0.99999990059917 0.941956185226307 1.39298827842256 0.98660872036582 1.01198372962338 1.31007626424746 0.854957691976408
ARCN1 0 0 0 1.25855e-07 4.9319e-06 1.8615356756928e-06 1 0 0 0 0 0 0.999941230811134 0.995313856555828 0.955995553402012 1.39641941261819 0.98660872036582 0.999384216387138 1.31003745368833 0.854969839823591
STT3B 0 0 0 4.23616e-06 7.32182e-06 2.09034247262411e-06 2 1 0 2 0 0 0.998025710457409 0.993058089340799 0.950736983057663 0.992213604214878 1.40206218835785 0.999384216387138 1.31003141893452 0.854981980873417
AKAP1 0 0 0 1.8247e-07 4.13021e-06 1.94164714726321e-06 2 0 1 1 0 3 0.999914796171503 0.996072741650232 0.954150716627836 1.39298827842256 0.98660872036582 1.00302264858083 1.31000870786782 0.854994115464725
SLC16A7 0 0 0 1.11606e-10 3.62475e-06 1.11278265564747e-06 2 0 0 1 0 2 0.999999947881432 0.996551782029493 0.973431089127142 1.39298827842256 0.98660872036582 0.982564003058375 1.30996086422377 0.855006244104802
FBXO40 0 0 0 1.11606e-10 4.4148e-06 1.32816792161475e-06 1 0 1 0 0 5 0.999999947881432 0.995803220290917 0.968379670754838 1.39641941261819 0.98660872036582 0.985930030462008 1.30986364884833 0.855018367784171
NSMCE4A 0 0 0 2.6723e-06 2.40586e-06 1.56162768449077e-06 1 0 0 0 0 1 0.998753640030756 0.997708774431593 0.96293722778584 1.39641941261819 0.98660872036582 0.990839023890334 1.30985756939033 0.855030484688559
DLGAP3 0 0 0 7.95034e-06 7.85536e-06 1.80514757065084e-06 1 1 0 1 0 0 0.99630116370589 0.992555833695684 0.957296456690247 0.987484009068443 1.40206218835785 0.999384216387138 1.30985092215583 0.855042594835071
EHD1 0 0 0 7.60112e-06 6.68479e-06 8.5329810094339e-07 2 0 0 1 0 2 0.996463054698319 0.993658404380412 0.979555694736297 1.39298827842256 0.98660872036582 0.982564003058375 1.30972677603062 0.855054700572733
CDK8 0 0 0 7.7534e-07 2.33431e-06 1.96143907474343e-06 1 0 0 0 0 0 0.999638058387721 0.997776770681359 0.953695550459363 1.39641941261819 0.98660872036582 0.999384216387138 1.30972235748531 0.855066799518275
GPR37L1 0 0 0 2.36736e-07 3.21518e-06 7.9414728943023e-07 2 0 0 1 0 3 0.999889459649214 0.996940267329638 0.980957815255592 1.39298827842256 0.98660872036582 0.974553359057078 1.30969296345381 0.855078892175291
P2RX1 0 0 0 1.11606e-10 3.93709e-06 1.0771193431169e-06 1 1 0 1 0 3 0.999999947881432 0.99625571561937 0.974270321115496 0.987484009068443 1.40206218835785 0.974553359057078 1.30964397042038 0.855090978939677
ELL3 0 0 0 2.3761e-07 1.65887e-06 1.19967693955899e-06 2 0 0 1 0 2 0.999889051593612 0.998419098995735 0.971389647058956 1.39298827842256 0.98660872036582 0.982564003058375 1.30951785654943 0.855103061352777
ARSB 0 0 0 4.29748e-06 5.53693e-06 1.53811296642794e-06 0 1 0 0 0 1 0.997997189695185 0.994741862564391 0.963483863422744 0.985463527632272 1.40206218835785 0.990839023890334 1.30946861655247 0.855115137887353
DNASE1L3 0 0 0 1.11606e-10 2.67341e-06 5.9965892250474e-07 1 0 0 0 0 4 0.999999947881432 0.997454591487836 0.985583745367774 1.39641941261819 0.98660872036582 0.96680150783437 1.3094375474867 0.855127208186634
POFUT1 0 0 0 1.43621e-06 4.15988e-06 9.6674907900998e-07 0 1 0 0 0 3 0.999329761970385 0.996044636126379 0.976872662133658 0.985463527632272 1.40206218835785 0.974553359057078 1.30929959700479 0.855139274383359
FAR2 0 0 0 1.11606e-10 3.41115e-06 1.14650636761607e-06 2 0 0 1 0 2 0.999999947881432 0.996754349798845 0.972638238936879 1.39298827842256 0.98660872036582 0.982564003058375 1.30915997093588 0.855151336514424
LEPREL4 0 0 0 8.96072e-06 1.80783e-06 1.03831042031081e-06 2 0 0 1 0 2 0.995833072705179 0.998277373555406 0.975184489543466 1.39298827842256 0.98660872036582 0.982564003058375 1.30911506177342 0.85516339269903
CABLES2 0 0 0 6.23042e-06 4.08841e-06 1.00144637158762e-06 2 0 0 1 0 2 0.997098997083372 0.996112340139974 0.976053728099364 1.39298827842256 0.98660872036582 0.982564003058375 1.3091022987546 0.855175442302899
HSPA12B 0 0 0 1.61267e-05 9.18548e-06 1.62177982821106e-06 1 1 0 1 0 0 0.992525950491577 0.991305821649703 0.961540466909643 0.987484009068443 1.40206218835785 0.999384216387138 1.30902194904923 0.855187486675452
C12orf4 0 0 0 1.11606e-10 3.23014e-06 1.8111932889306e-06 1 1 0 1 0 1 0.999999947881432 0.996926072382255 0.957156884671051 0.987484009068443 1.40206218835785 0.990839023890334 1.30902068878934 0.855199524249049
CYP11B1 0 0 0 5.80134e-06 2.84197e-06 1.06333531105694e-06 2 0 0 1 0 2 0.997298239458441 0.997294516380317 0.974594903503259 1.39298827842256 0.98660872036582 0.982564003058375 1.30895850882012 0.855211556240056
NFATC2IP 0 0 0 4.14981e-06 9.77695e-07 9.3288140864548e-07 1 0 0 0 0 3 0.99806587580523 0.999067680725744 0.977672751687827 1.39641941261819 0.98660872036582 0.974553359057078 1.30892293835722 0.85522358212459
ZSCAN10 0 0 0 6.1177e-06 5.34683e-06 1.26741666601447e-06 1 1 0 1 0 2 0.997151330574623 0.9949215149443 0.969801510662547 0.987484009068443 1.40206218835785 0.982564003058375 1.30885323268168 0.855235602585799
ZKSCAN2 0 0 0 1.11606e-10 3.18149e-06 2.37325086860085e-06 2 1 0 2 0 0 0.999999947881432 0.996972235840548 0.944279413763867 0.992213604214878 1.40206218835785 0.999384216387138 1.30884586064883 0.855247616390633
MRPS5 0 0 0 8.05365e-07 2.31536e-06 1.28682188211392e-06 1 0 0 0 0 2 0.99962404753613 0.997794780953163 0.969347093372159 1.39641941261819 0.98660872036582 0.982564003058375 1.30881695491519 0.855259623972182
