"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF","pval.TADA","qvalue"
"KCNK10",2.899e-05,0,0,2,2,0,0,3,19,2,4,0.947203655933369,0.193054710435015,0.868492837769513
"ALX1",1.522e-05,0,1,1,0,0,0,0,3,0,1,0.946888358473959,0.193155591139578,0.868512949034041
"UNG",1.534e-05,0,1,1,0,0,0,1,11,1,1,0.94683330136848,0.193192420603149,0.868533050288473
"ZDHHC20",1.418e-05,0,0,1,1,0,0,0,0,0,0,0.946460237300251,0.193303976514545,0.868553146410363
"FHL3",1.499e-05,0,1,1,0,0,0,1,8,8,7,0.946371731262187,0.193332799572992,0.868573233047827
"ENPP4",1.528e-05,0,0,1,1,0,0,2,11,1,2,0.946278155323294,0.193355751267681,0.868593310286145
"LTN1",5.89e-05,0,2,1,0,0,0,2,28,7,7,0.946263609252217,0.193356818788364,0.868613376923718
"G6PC3",1.503e-05,0,0,1,1,0,0,3,9,2,2,0.946220396933925,0.19338190552442,0.868633433407613
"ZNF117",1.483e-05,0,1,1,2,3,0,4,11,2,4,0.946215333172609,0.193384040565786,0.86865347916265
"ST3GAL4",1.559e-05,0,0,1,1,0,0,2,2,5,1,0.945964669452595,0.193449693087804,0.868673517952383
"DVL3",4.42e-05,0,1,0,0,0,0,2,8,2,3,0.945922244285354,0.193471577261809,0.868693546599627
"CLMN",4.2e-05,0,1,3,2,0,0,6,24,8,6,0.945866985990103,0.193487056311716,0.868713565308677
"MYO1C",5.79e-05,0,2,1,0,0,0,12,36,10,6,0.94559681471718,0.19357139044569,0.868733577370784
"GPR78",2.89e-05,0,0,1,2,1,0,2,12,2,5,0.945209608258152,0.193654123298639,0.868753584579004
"KIAA0226",4.36e-05,0,1,2,2,1,0,4,32,8,14,0.944994028115761,0.193686148919135,0.868773584316756
"SHARPIN",1.526e-05,0,1,0,0,1,0,0,6,3,3,0.944786377311153,0.193739524953296,0.8687935764691
"EXOSC4",1.522e-05,0,0,1,1,0,0,3,7,3,2,0.944511625414558,0.193803042433947,0.868813562066374
"BTBD7",4.44e-05,0,1,0,0,0,0,6,18,13,14,0.943933067337859,0.193982919669069,0.868833545749913
"VSIG8",1.525e-05,0,1,1,0,0,0,2,11,3,0,0.943854043356732,0.194003736322391,0.868853519900875
"HOMER3",1.534e-05,0,0,1,1,0,0,1,4,2,0,0.943708170663621,0.194030958099813,0.868873485546518
"C9orf172",4.5e-05,0,1,0,0,0,0,1,16,2,1,0.942744617194496,0.194301040832666,0.868893455162426
"OGFRL1",1.543e-05,0,1,1,0,0,0,3,5,1,0,0.942712028571133,0.194321323725647,0.868913414553224
"DKK1",1.55e-05,0,0,0,1,1,0,1,5,1,1,0.942386358932357,0.194389111289031,0.868933368194229
"CMAS",1.563e-05,0,1,1,0,0,0,0,3,0,0,0.942098722872057,0.194451027488658,0.868953315510688
"ARHGAP30",4.43e-05,0,1,0,0,0,0,9,20,4,6,0.942068977281959,0.194454230050707,0.868973252578955
"ZNF558",1.552e-05,0,0,1,1,0,0,0,6,3,1,0.941653659545822,0.194556712036296,0.868993185279848
"LRRC30",1.552e-05,0,1,1,0,0,0,1,5,2,1,0.941610038570476,0.194567387243128,0.869013107957187
"SIRT4",1.551e-05,0,1,1,0,0,0,1,7,3,1,0.941392767464616,0.194623432078997,0.869033023262564
"STYK1",1.625e-05,0,1,4,2,0,0,2,17,0,1,0.940849493859403,0.1947440619162,0.869052936163779
"SLC17A1",1.672e-05,0,3,3,2,4,0,1,16,5,2,0.940762544803445,0.19475740592474,0.869072839719466
"STAMBPL1",1.554e-05,0,0,0,1,1,0,1,7,4,3,0.940756680079884,0.194764878569522,0.869092732703654
"ALG10",1.62e-05,0,0,1,1,0,0,1,10,0,2,0.939818306270321,0.19500667200427,0.869112629307545
"UBXN1",1.57e-05,0,0,1,1,0,0,3,5,0,1,0.939683827082239,0.195045636509207,0.869132517305053
"MYH3",8.56e-05,0,2,6,4,0,0,7,42,12,2,0.939506101916856,0.195073925807313,0.869152397360565
"C17orf82",1.583e-05,0,1,1,0,0,0,0,10,3,1,0.939357995830594,0.195113424072591,0.86917226903034
"CACNA1E",0.0001065,0,0,1,0,0,1,7,40,5,15,0.939203304858849,0.195132639444889,0.869192132421204
"CPNE7",3.01e-05,0,5,8,1,0,0,9,25,6,6,0.939096956855033,0.195155057379237,0.869211986805459
"IGSF11",1.573e-05,0,1,1,0,0,0,3,8,2,0,0.939003069612667,0.195183880437683,0.869231832001105
"TPSG1",1.569e-05,0,0,0,1,1,0,4,16,4,6,0.938959239441574,0.195191353082466,0.869251667255499
"FBXO38",4.59e-05,0,1,0,0,0,0,3,22,4,10,0.938706078685922,0.195250066720043,0.869271495754119
"CYP39A1",1.575e-05,0,1,1,0,0,0,4,13,2,2,0.938340987260815,0.195346677341873,0.869291319201166
"SRGAP2",4.53e-05,0,1,0,0,0,0,1,9,0,1,0.938336713449076,0.195350947424606,0.869311132126435
"ZFP3",1.589e-05,0,0,2,3,2,0,1,8,0,0,0.938210463857753,0.195381371764078,0.869330936388507
"SLC3A1",2.891e-05,0,1,5,3,0,0,9,25,5,7,0.937426821241976,0.195608219909261,0.86935074196378
"TOR1A",1.602e-05,0,0,1,1,0,0,0,4,2,4,0.937393233712863,0.195619428876434,0.869370537479687
"HOMER2",1.7e-05,0,1,1,0,0,0,3,20,1,5,0.937226553334548,0.195670136108887,0.869390324961681
"PLEKHG1",5.98e-05,0,0,3,0,0,1,9,28,4,4,0.936827367106142,0.195765679210035,0.86941010793974
"C9orf128",1.61e-05,0,0,1,1,0,0,0,1,0,1,0.936780253712494,0.195789164665065,0.869429881083489
"KCNJ10",1.636e-05,0,0,1,1,0,0,1,12,1,1,0.936657709606628,0.195815852682146,0.869449645543333
"WDR54",1.61e-05,0,1,1,0,0,0,1,2,0,1,0.936190420232244,0.195978649586336,0.869469406546854
"ACTR10",1.627e-05,0,1,1,0,0,0,0,5,0,0,0.936110613360799,0.19600320256205,0.86948915823066
"TFAP2E",1.604e-05,0,0,0,1,1,0,2,7,2,3,0.935850160794813,0.196113157192421,0.869508903336479
"SERPINA11",1.608e-05,0,1,1,0,0,0,1,7,2,1,0.935802399853286,0.196125967440619,0.86952863865113
"UGT2B10",1.692e-05,0,1,5,4,2,0,4,21,8,5,0.935645013565696,0.196152655457699,0.869548365840899
"NTN5",1.6e-05,0,1,1,0,0,0,4,12,2,0,0.93554341628698,0.196184147317854,0.869568084068521
"NCAPG2",4.52e-05,0,1,0,0,0,0,4,14,7,3,0.935368892262065,0.196240725914065,0.869587794443891
"ZNF263",2.943e-05,0,1,2,1,0,0,5,16,3,3,0.935195558224173,0.196285028022418,0.869607496955339
"GHRHR",1.6e-05,0,0,1,1,0,0,4,15,4,2,0.934869178409563,0.19635228182546,0.869627193922292
"ANKRD53",1.613e-05,0,1,1,0,0,0,2,7,3,1,0.934741140825326,0.19640192153723,0.869646882352353
"IFIT5",1.656e-05,0,0,1,1,0,0,1,10,1,3,0.934530770813478,0.196457966373098,0.869666563496106
"ARMC5",4.5e-05,0,1,0,0,0,0,7,21,6,7,0.934424664294642,0.196480384307446,0.869686235784772
"ZNF682",1.619e-05,0,1,1,0,0,0,4,4,1,3,0.934367949781088,0.196493728315986,0.869705898479667
"CA11",1.626e-05,0,1,1,0,0,0,2,4,0,2,0.934275716828448,0.196539097945023,0.869725552124586
"SLC39A11",1.6e-05,0,1,1,0,0,0,5,17,7,6,0.934204558143925,0.196559914598345,0.86974519640872
"CCBE1",1.665e-05,0,1,0,0,1,0,7,14,10,10,0.933913056332563,0.196635174806512,0.869764834663926
"ZNF675",1.73e-05,0,3,5,2,2,0,4,8,1,3,0.933853789342717,0.196654923939151,0.869784463392156
"LRP5",0.0001106,0,0,1,0,0,1,7,62,6,9,0.933806249201853,0.1966645316253,0.86980408242416
"MANEA",1.619e-05,0,2,2,1,2,0,7,14,7,7,0.93361197810129,0.196713637576728,0.869823693979767
"PNMA1",1.642e-05,0,0,1,1,0,0,0,8,2,1,0.933546992834895,0.196732319188684,0.869843296116352
"LRFN3",4.54e-05,0,0,0,1,0,0,0,6,3,1,0.933520465702011,0.196751000800641,0.869862888261912
"ZMYM6",3.002e-05,0,1,1,1,1,0,3,18,4,7,0.933202105077435,0.196838537496664,0.869882474820746
"STX16",1.67e-05,0,0,0,1,1,0,5,4,2,0,0.933108977787763,0.196858286629303,0.869902052405182
"ST8SIA1",1.639e-05,0,1,1,0,0,0,1,1,0,1,0.9330102309317,0.196889778489458,0.869921621106981
"GOLGA2",4.6e-05,0,1,0,0,0,0,4,16,13,7,0.932882041384997,0.196910061382439,0.86994118137643
"DNASE2",1.642e-05,0,1,1,0,0,0,0,1,1,0,0.932677684917516,0.196984254069923,0.869960734366552
"TIGD4",1.631e-05,0,1,0,0,1,0,3,12,3,4,0.932596381476405,0.197000800640512,0.869980278231727
"TMEM22",1.65e-05,0,0,1,1,0,0,0,1,0,1,0.932529975194314,0.197029089938618,0.869999812755124
"ALDH4A1",2.96e-05,0,2,3,2,2,0,3,16,5,4,0.932362902919706,0.19705310915399,0.87001933945802
"LIG4",3.081e-05,0,0,2,2,0,0,0,12,1,4,0.931996937651209,0.197179610354951,0.870038861337024
"ERMP1",3.099e-05,0,4,8,2,0,0,5,14,3,6,0.931913597653038,0.197190285561783,0.870058374147891
"LLGL2",6.01e-05,0,2,6,3,5,1,12,36,10,8,0.931860494767308,0.197205764611689,0.870077877443434
"FBXO44",1.633e-05,0,1,1,0,0,0,1,9,6,5,0.931746388180653,0.197267680811316,0.870097372147698
"CLCN6",4.54e-05,0,0,0,1,0,0,8,14,1,4,0.931688150058568,0.19731892180411,0.870116857428376
"OSGEP",1.65e-05,0,1,1,0,0,0,1,7,2,1,0.931344728037879,0.197403789698425,0.870136337575333
"C4orf6",3.162e-06,0,0,3,2,0,0,0,0,2,1,0.931237741784023,0.197472111022151,0.87015580904325
"SLC25A3",1.653e-05,0,1,0,0,1,0,1,3,1,0,0.931200373746593,0.197488657592741,0.870175270794123
"WDR86",1.627e-05,0,2,3,1,1,0,4,13,2,3,0.931051306011426,0.197529757139045,0.870194724511708
"ACOT9",1.662e-05,0,1,1,0,0,0,0,1,0,0,0.931048242943973,0.197543101147585,0.870214168012137
"PLEKHG3",5.91e-05,0,1,1,1,0,0,12,41,14,12,0.930972358184763,0.197549506271684,0.870233602395624
"JAK3",6.01e-05,0,2,1,0,0,0,6,30,4,5,0.930936819839918,0.197553776354417,0.870253027064453
"PLEKHA4",4.36e-05,0,3,3,0,0,0,8,21,3,8,0.930911453184015,0.197560715238858,0.87027244187384
"ANO2",4.36e-05,0,1,1,2,2,0,3,15,8,9,0.930125857621042,0.197791299706432,0.870291858224655
"COLEC11",1.67e-05,0,1,1,0,0,0,0,8,3,1,0.929440558133545,0.197991993594876,0.870311274613914
"C1orf94",1.686e-05,0,1,1,0,0,0,0,8,3,5,0.929428671433184,0.197993594875901,0.870330680954014
"ZDHHC13",1.654e-05,0,3,4,0,0,0,2,7,1,1,0.928956555837045,0.198138243928476,0.870350084145704
"STK38",1.677e-05,0,0,0,1,1,0,2,4,0,2,0.928875626819049,0.198168668267948,0.870369478334287
"CHN1",1.676e-05,0,0,1,1,0,0,2,5,0,0,0.928826909676049,0.198182546036829,0.870388863044681
"ACAA1",1.699e-05,0,0,1,1,0,0,3,11,1,6,0.928826708970869,0.198185214838537,0.870408237558284
"ZNF597",1.673e-05,0,0,1,1,0,0,2,5,2,1,0.92864355122786,0.198258340005338,0.87042760462054
"STK11IP",4.41e-05,0,2,3,1,0,0,8,18,7,5,0.928642868585715,0.198259407526021,0.870446961507857
"SMTNL2",1.665e-05,0,1,1,0,0,0,5,14,2,2,0.928313483780579,0.19835868694956,0.870466313143861
"SSTR5",3.03e-05,0,1,1,1,1,0,7,14,5,4,0.928068614395322,0.198467574059247,0.870485658269258
"PHKA1",4.63e-05,0,1,0,0,0,0,1,10,0,0,0.928028617771584,0.198473979183347,0.87050499382691
"ATMIN",3.1e-05,0,0,2,2,0,0,3,18,1,4,0.927856538261035,0.198520950093408,0.870524321798178
"CWC25",1.697e-05,0,1,1,0,0,0,1,17,4,1,0.927822872906368,0.198540699226048,0.870543640121162
"MAGEF1",1.689e-05,0,1,1,0,0,0,1,1,0,0,0.927709204940008,0.198573792367227,0.870562949998402
"TRMT5",1.695e-05,0,1,1,0,0,0,1,10,2,1,0.927474194792125,0.198657058980518,0.87058225324854
"KPNA5",1.69e-05,0,1,1,0,0,0,1,3,1,2,0.927350539295261,0.198692820923405,0.870601548214452
"UGGT2",5e-05,0,4,7,0,3,1,13,35,10,6,0.92700111431051,0.198755804643715,0.870620838272441
"FRZB",1.711e-05,0,0,1,1,0,0,1,10,3,6,0.926879023476731,0.198778222578062,0.870640120034227
"FAM172A",1.683e-05,0,0,1,1,0,0,3,13,3,1,0.926762958001469,0.198820389645049,0.870659393416472
"SLC16A7",1.722e-05,0,0,0,1,1,0,5,7,3,0,0.926672409719968,0.198851881505204,0.87067865804521
"LRRIQ3",1.804e-05,0,3,3,2,4,0,7,10,3,5,0.926629726339852,0.198864157993061,0.870697913213626
"HOXA2",1.725e-05,0,0,0,1,1,0,3,1,2,0,0.926500372007696,0.198902588737657,0.870717160221174
"AFTPH",3.016e-05,0,1,0,1,2,0,7,21,7,6,0.92643618472984,0.198918067787563,0.870736398103081
"ABRA",1.69e-05,0,0,1,1,0,0,2,10,5,1,0.926429180641493,0.198927141713371,0.870755626014519
"RFPL2",1.703e-05,0,0,1,1,0,0,7,6,0,3,0.925944016630746,0.199073925807313,0.870774851086014
"EFHA1",1.687e-05,0,3,4,0,0,0,0,3,2,2,0.925708721014008,0.199141713370697,0.870794069598871
"RASSF2",1.704e-05,0,0,1,1,0,0,2,9,3,4,0.925063816685584,0.199302908993862,0.870813287657371
"VNN2",1.856e-05,0,4,5,1,2,0,5,15,0,6,0.92503586402129,0.199307712836936,0.87083249607807
"GABRP",1.867e-05,0,0,1,1,0,0,7,14,10,2,0.924965085552306,0.199319989324793,0.870851695505891
"NOVA1",1.715e-05,0,1,1,0,0,0,1,2,2,1,0.924693854219106,0.199406458500133,0.87087088893045
"C14orf21",3.048e-05,0,2,2,0,0,0,4,13,3,3,0.924509927620964,0.199464104617027,0.87089007505786
"MFNG",1.694e-05,0,2,2,1,2,0,9,14,2,3,0.924402822983384,0.199510541766747,0.8709092527514
"DNAJB5",1.726e-05,0,1,1,0,0,0,0,3,1,2,0.924375230408813,0.19952175073392,0.870928420835497
"UGT2A3",1.71e-05,0,2,2,1,2,0,5,21,3,5,0.92418887887762,0.199539898585535,0.870947581677549
"SCARF2",4.67e-05,0,1,0,0,0,0,0,3,0,4,0.923799017216741,0.199653055777956,0.870966738307707
"PNLIPRP2",1.736e-05,0,1,1,0,0,0,0,8,2,1,0.9236295673885,0.199695222844943,0.870985887454649
"NPRL2",1.722e-05,0,1,1,0,0,0,1,10,3,1,0.923565324265806,0.199725113424073,0.871005027561525
"FANCE",1.738e-05,0,0,0,1,1,0,1,10,3,5,0.923444124552502,0.199763544168668,0.871024159481245
"SRCAP",0.00014414,0,1,1,0,0,1,11,33,15,15,0.923154239153379,0.199863357352549,0.871043285724707
"CCDC51",1.724e-05,0,0,1,1,0,0,2,4,2,4,0.923060002063757,0.199885241526555,0.871062403392385
"PLD5",1.734e-05,0,1,1,0,0,0,0,3,3,1,0.922493827587669,0.200028823058447,0.871081519494599
"ZNF574",4.66e-05,0,1,0,0,0,0,6,14,7,5,0.922335664468725,0.200065118761676,0.87110062797936
"AXIN1",4.66e-05,0,1,0,0,0,0,9,18,7,7,0.92224358165638,0.200090739258073,0.871119727872478
"SPOCK2",1.913e-05,0,0,1,1,0,0,3,28,2,4,0.921832453427502,0.200194822524686,0.871138823912068
"WWP2",4.63e-05,0,1,0,0,0,0,8,25,5,6,0.921156630045068,0.200380571123566,0.871157920026136
"TEAD4",1.73e-05,0,0,0,1,1,0,5,16,3,2,0.921148283659759,0.200384307445957,0.871177006320623
"CPT1C",4.52e-05,0,3,3,0,0,0,4,25,4,5,0.921044684650273,0.200410461702695,0.871196084214829
"KCNQ2",4.65e-05,0,0,0,1,0,0,3,14,5,1,0.920884971798159,0.200456898852415,0.871215154546728
"RNF165",1.757e-05,0,0,0,1,1,0,1,2,0,2,0.920863454967246,0.200471310381639,0.871234215275218
"TRIM31",1.762e-05,0,1,1,0,0,0,0,2,1,2,0.920340830423328,0.200605284227382,0.871253273828786
"C15orf44",1.742e-05,0,0,1,1,0,0,1,10,6,6,0.920228545351388,0.200631438484121,0.871272324133989
"C2orf57",1.779e-05,0,1,1,0,0,0,1,4,0,4,0.920114782684779,0.200665599145983,0.871291366219153
"C19orf46",1.74e-05,0,2,2,1,2,0,3,10,1,0,0.919552994317906,0.200839605017347,0.871310406721083
"SNAPC2",1.754e-05,0,0,0,1,1,0,1,5,6,7,0.919405036047302,0.200872698158527,0.871329439518431
"SIGLEC14",1.786e-05,0,1,1,0,0,0,1,5,0,0,0.918099215250982,0.201184947958367,0.871348481745917
"PALM2-AKAP2",4.69e-05,0,1,0,0,0,0,5,12,0,0,0.917578170880025,0.2013290632506,0.871367521790683
"COQ4",1.763e-05,0,3,2,0,2,0,2,4,1,2,0.917357417452286,0.201380838003736,0.871386555214117
"SLC2A2",1.784e-05,0,0,0,1,1,0,2,5,1,2,0.91715120990746,0.20144862556712,0.871405581806408
"PCDHB16",4.54e-05,0,3,2,0,1,0,2,11,1,3,0.916966149036437,0.201477448625567,0.871424601260379
"ZNF35",1.807e-05,0,1,1,0,0,0,1,8,1,1,0.916214703659915,0.2017010942087,0.871443621951709
"ALG2",1.805e-05,0,0,1,1,0,0,2,2,3,2,0.916105143552819,0.201728315986122,0.871462634396267
"ZFPL1",1.804e-05,0,0,1,1,0,0,0,16,6,4,0.916102816489817,0.201732586068855,0.871481637016529
"MPDZ",7.23e-05,0,3,10,3,2,1,17,62,19,25,0.915715132520418,0.201819055244195,0.871500635510937
"NDE1",1.785e-05,0,2,4,1,0,0,4,20,3,2,0.915637051165536,0.201832933013077,0.871519625311824
"SIPA1L3",0.0001088,0,0,0,3,1,0,9,57,16,13,0.915299154975481,0.201902321857486,0.871538610261037
"KLHL26",4.72e-05,0,1,0,0,0,0,4,13,2,5,0.91519073507179,0.20191353082466,0.871557586976025
"SEPX1",4.65e-06,0,1,3,1,0,0,1,1,1,2,0.915149624990098,0.201931144915933,0.871576554470132
"PANK4",4.72e-05,0,0,0,1,0,0,0,9,5,5,0.914933854730669,0.201982385908727,0.871595515326776
"TIGD2",1.809e-05,0,0,1,1,0,0,1,5,2,0,0.914550183298524,0.202079530290899,0.871614472027222
"TMEM173",1.82e-05,0,1,1,0,0,0,1,1,2,2,0.913736273759608,0.202296770749933,0.871633430918541
"PRELP",1.828e-05,0,0,1,1,0,0,0,3,1,0,0.913293472954517,0.20241526554577,0.871652386529312
"CCDC50",1.833e-05,0,1,1,0,0,0,1,5,1,3,0.91311719481029,0.20245529757139,0.871671334934298
"KCNJ8",1.828e-05,0,1,0,0,1,0,1,4,1,0,0.912864176700837,0.202547638110488,0.871690277269889
"PFKFB1",1.892e-05,0,1,1,0,0,0,0,11,0,0,0.912796550043705,0.202567387243128,0.871709210809845
"MCOLN3",1.89e-05,0,0,1,1,0,0,2,13,0,3,0.912699769428176,0.202593007739525,0.871728135990357
"C6orf192",1.83e-05,0,1,1,0,0,0,1,4,4,3,0.91224180348396,0.202668801708033,0.871747058136088
"ELF2",1.883e-05,0,1,1,0,0,0,0,9,1,2,0.911331911847467,0.202856685348279,0.87176598390299
"AHDC1",9.4e-05,0,2,0,0,0,0,9,28,8,8,0.911289960518945,0.20287376567921,0.871784900514174
"SPTB",0.0001176,0,0,1,1,1,1,22,92,28,22,0.911231213682003,0.202882839605017,0.871803808223877
"OSBPL5",4.65e-05,0,2,3,1,0,0,7,11,7,4,0.91100231049952,0.202934080597812,0.871822709542234
"MB21D1",1.946e-05,0,1,1,0,0,0,3,17,0,5,0.910854585701512,0.202980517747531,0.871841603280305
"WIPI1",1.843e-05,0,1,1,0,0,0,3,8,2,5,0.910581034502046,0.203063784360822,0.871860491294219
"SERPINF1",1.905e-05,0,0,1,1,0,0,1,23,7,8,0.910296702560496,0.203121964238057,0.871879373747031
"FDPS",1.858e-05,0,1,1,0,0,0,3,3,1,1,0.909885203045133,0.203234587670136,0.871898252512321
"MFSD5",1.849e-05,0,0,1,1,0,0,3,7,2,5,0.909809487618612,0.203267147050974,0.871917122658899
"FCGRT",1.921e-05,0,1,1,0,0,0,0,9,0,2,0.909800336081427,0.203267147050974,0.871935983215548
"MRPS18C",5.26e-06,0,1,3,1,0,0,1,3,0,1,0.909345597161574,0.203390445689885,0.871954840734265
"NLRP12",5.36e-05,0,8,8,3,7,0,13,49,7,11,0.909287815804806,0.203416599946624,0.871973689388595
"ABT1",1.861e-05,0,1,1,0,0,0,2,5,1,1,0.909130761295432,0.203452895649853,0.871992530642788
"IMMP1L",5.68e-06,0,1,2,1,1,0,0,8,0,1,0.909081784082234,0.203479049906592,0.872011362916332
"CCDC82",1.856e-05,0,1,0,0,1,0,4,7,2,3,0.909056146221182,0.20348492127035,0.8720301858737
"CHST11",1.912e-05,0,1,1,0,0,0,0,8,0,1,0.90892534809983,0.203519615692554,0.872049001064752
"DNAJC3",1.868e-05,0,1,1,0,0,0,1,3,2,1,0.908570627465934,0.203628502802242,0.872067811779659
"DCAF15",3.28e-05,0,1,2,1,0,0,0,5,0,5,0.907923274430739,0.203778489458233,0.872086622313187
"LMCD1",1.902e-05,0,0,1,1,0,0,5,7,5,4,0.907885192573411,0.203782225780624,0.872105423733781
"AKR7A2",1.868e-05,0,0,1,1,0,0,3,9,2,2,0.907780845639602,0.203803576194289,0.872124217019696
"GALNT1",1.89e-05,0,0,1,1,0,0,1,5,0,0,0.907330276146818,0.203917800907393,0.872143007250578
"PCDHB7",4.9e-05,0,0,0,1,0,0,2,25,5,7,0.907154530502771,0.203997331198292,0.872161790402819
"TPTE2",1.934e-05,0,2,2,1,2,0,4,4,5,1,0.906925398216497,0.204058713637577,0.872180567263876
"BPIFC",1.914e-05,0,1,1,0,0,0,4,15,2,8,0.906824031769233,0.204093941820123,0.872199335967751
"PDE4A",4.78e-05,0,1,0,0,0,0,2,18,9,4,0.906822634499361,0.204095543101148,0.872218095057223
"GPR32",1.887e-05,0,1,0,0,1,0,0,2,3,2,0.906615010061293,0.20414945289565,0.872236847558044
"DNAJC7",1.907e-05,0,1,1,0,0,0,1,10,1,0,0.906357628128178,0.204232185748599,0.872255594203457
"NRK",4.85e-05,0,1,0,0,0,0,0,8,0,0,0.906337387606852,0.204234320789965,0.872274331528842
"CHD7",0.000119,0,1,2,0,0,1,7,40,13,8,0.905992171946006,0.204343741659995,0.872293064294385
"IDH2",1.897e-05,0,1,1,0,0,0,1,6,1,0,0.905967033707764,0.204353349346144,0.872311787823425
"HS1BP3",1.886e-05,0,1,1,0,0,0,4,13,2,2,0.905776285892308,0.204396583933814,0.872330504544077
"SMTNL1",2.083e-05,0,5,6,0,1,0,0,9,0,3,0.905653302284287,0.204438751000801,0.872349213471233
"NUDT19",1.894e-05,0,0,1,1,0,0,3,6,5,6,0.905445384416463,0.204501200960769,0.872367915851965
"NUP88",3.28e-05,0,0,2,2,0,0,5,26,5,8,0.905386282789119,0.204526287696824,0.872386609517391
"PPM1G",1.907e-05,0,1,1,0,0,0,1,4,0,0,0.905324148904875,0.204549239391513,0.872405294518496
"AFF2",4.92e-05,0,1,0,0,0,0,0,14,0,0,0.905229454180233,0.204587670136109,0.872423971337366
"KRT40",1.938e-05,0,0,1,1,0,0,1,11,2,4,0.90452956868112,0.204764344809181,0.872442648814977
"SLC38A9",1.922e-05,0,1,1,0,0,0,3,8,5,1,0.904312240503852,0.204829463570857,0.872461319908387
"HRG",2.016e-05,0,1,6,4,1,0,1,3,4,7,0.904061055100994,0.204913263944489,0.872479985116623
"ROCK2",4.82e-05,0,1,0,0,0,0,3,11,4,5,0.903832451133481,0.204991726714705,0.872498644114876
"CSNK1D",1.917e-05,0,1,1,0,0,0,2,0,2,4,0.903818077112978,0.20499653055778,0.872517293783409
"CAMK1G",1.957e-05,0,0,0,1,1,0,2,14,2,5,0.903602845496009,0.205044035228183,0.872535937058181
"RXFP4",1.885e-05,0,2,3,1,1,0,3,14,6,2,0.903491431703322,0.205060581798772,0.872554572430694
"PSORS1C1",5.86e-06,0,1,2,1,1,0,1,5,0,0,0.903355530462899,0.205098478783026,0.872573200263919
"KIAA0415",3.25e-05,0,2,2,0,0,0,4,13,6,6,0.903303712506585,0.205123565519082,0.87259181933848
"LGI4",1.928e-05,0,0,1,1,0,0,1,9,2,2,0.903272114419701,0.205133706965572,0.872610429366537
"HOXA9",1.898e-05,0,1,3,2,1,0,3,7,3,2,0.903108893917963,0.205197224446224,0.872629032271945
"DEPDC1B",1.926e-05,0,1,1,0,0,0,1,4,2,3,0.902496653210736,0.205389911929544,0.872647634598345
"IRF2BPL",4.84e-05,0,1,0,0,0,0,5,9,0,1,0.902468099754265,0.205426207632773,0.872666227849433
"TNFRSF10D",1.926e-05,0,1,1,0,0,0,1,5,3,2,0.902210108246013,0.205507339204697,0.872684815371434
"CETN3",4.98e-06,0,1,1,1,2,0,0,0,0,0,0.902172384334277,0.205534560982119,0.872703393963751
"PWP2",4.84e-05,0,0,0,1,0,0,10,37,6,8,0.902080174429222,0.20556818788364,0.87272196442583
"HSPA2",4.85e-05,0,1,0,0,0,0,1,4,3,2,0.901989426557056,0.205607152388578,0.872740526742639
"NKX6-2",1.94e-05,0,1,0,0,1,0,0,2,1,2,0.901943909569721,0.205616760074726,0.872759080262759
"IFNA7",5.9e-06,0,1,3,1,0,0,1,5,2,0,0.901801102708671,0.205659994662397,0.872777626407165
"COPA",4.98e-05,0,1,0,0,0,0,3,17,0,6,0.90091542748413,0.20586709367494,0.8727961759782
"PDHA1",1.852e-05,0,1,1,0,0,0,0,0,0,0,0.900897621870162,0.205892714171337,0.872814716363171
"ATXN1",4.84e-05,0,0,0,1,0,0,8,24,8,6,0.900584022314324,0.205981318388044,0.872833251866192
"CCDC92",1.946e-05,0,0,0,1,1,0,4,11,1,4,0.900551753647354,0.205990392313851,0.872851778405054
"SLC25A22",1.955e-05,0,0,0,1,1,0,2,1,1,0,0.900501816246805,0.205997331198292,0.872870296243156
"PURB",1.953e-05,0,1,1,0,0,0,0,2,1,1,0.900439728455557,0.206019215372298,0.872888805563526
"OXER1",1.942e-05,0,0,1,1,0,0,3,12,2,1,0.900416363076077,0.206030958099813,0.872907305810684
"NDUFB4",6.15e-06,0,1,3,1,0,0,1,6,1,2,0.900254602727666,0.20607632772885,0.872925798999603
"DNAI2",3.3e-05,0,2,2,0,0,0,9,21,7,5,0.900187619193735,0.206112623432079,0.872944283760856
"GCOM1",1.968e-05,0,0,1,1,0,0,4,19,11,3,0.900140986242783,0.20613290632506,0.87296275980574
"P2RX3",1.939e-05,0,0,0,1,1,0,4,10,3,3,0.900084250137488,0.206161729383507,0.872981227287386
"FAM83G",4.85e-05,0,0,0,1,0,0,9,28,3,3,0.89992821723293,0.206215105417667,0.872999687651674
"TRAF1",1.957e-05,0,0,1,1,0,0,1,1,1,0,0.899890268001754,0.206238057112357,0.873018139192796
"CAD",0.0001104,0,2,1,1,0,0,9,39,10,14,0.899324395515882,0.206384307445957,0.873036589566435
"C1orf100",6.33e-06,0,2,3,0,0,0,0,1,0,1,0.898625266062354,0.206587670136109,0.873055040704488
"SLC39A13",1.967e-05,0,0,0,1,1,0,3,9,1,2,0.898249381713439,0.206680544435548,0.87307348792533
