"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3"
"OR10A3","1.08e-05","0","2","2","0","0","0","0","4","2","5"
"OR10A4","1.099e-05","0","0","0","0","1","0","2","6","3","4"
"OR10A5","1.111e-05","0","0","0","0","0","0","3","7","0","2"
"OR10A6","1.05e-05","0","0","3","0","0","0","3","15","5","1"
"OR10A7","1.11e-05","0","0","3","2","1","0","3","5","3","2"
"OR10AD1","1.216e-05","0","1","2","0","0","0","3","4","3","1"
"OR10AG1","1.023e-05","0","0","0","2","0","0","1","3","1","0"
"OR10C1","1.567e-05","0","0","0","0","1","0","0","20","1","3"
"OR10G2","1.318e-05","0","0","1","0","0","0","4","12","3","3"
"OR10G3","1.271e-05","0","0","0","0","1","0","2","8","3","2"
"OR10G4","1.321e-05","0","0","0","0","0","0","3","5","1","2"
"OR10G7","1.433e-05","0","0","0","3","2","0","0","2","1","0"
"OR10G8","1.327e-05","0","0","0","0","0","0","1","5","5","2"
"OR10G9","1.319e-05","0","0","0","0","0","0","1","6","2","1"
"OR10H1","1.694e-05","0","0","0","0","0","0","0","2","1","0"
"OR10H2","1.576e-05","0","0","1","0","0","0","1","6","3","0"
"OR10H3","1.102e-05","0","0","0","0","2","0","0","2","1","1"
"OR10H4","1.183e-05","0","0","1","3","0","0","4","21","1","0"
"OR10H5","1.604e-05","0","0","0","0","0","0","0","5","0","0"
"OR10J1","1.125e-05","0","0","2","0","0","0","4","15","3","0"
"OR10J3","1.118e-05","0","0","0","0","0","0","1","2","1","2"
"OR10J5","1.048e-05","0","0","1","1","0","0","2","7","2","2"
"OR10K1","1.109e-05","0","1","1","0","3","0","4","14","3","2"
"OR10K2","1.005e-05","0","1","3","0","0","0","3","9","1","3"
"OR10P1","1.457e-05","0","0","2","0","0","0","2","3","3","4"
"OR10Q1","1.714e-05","0","0","4","5","4","0","1","5","2","3"
"OR10R2","1.154e-05","0","0","5","1","0","0","2","10","0","4"
"OR10S1","1.421e-05","0","0","2","2","1","0","0","10","0","1"
"OR10T2","1.039e-05","0","0","3","1","0","0","1","9","4","5"
"OR10V1","1.181e-05","0","1","0","0","1","0","2","12","1","3"
"OR10W1","1.064e-05","0","0","0","0","2","0","1","6","0","2"
"OR10X1","1.069e-05","0","0","0","0","0","0","3","15","0","3"
"OR10Z1","1.054e-05","0","1","3","1","2","0","3","13","0","3"
"OR11A1","1.127e-05","0","0","0","0","1","0","0","10","1","3"
"OR11H1","1.07e-05","0","0","0","0","0","0","0","0","0","0"
"OR11H12","1.006e-05","0","0","0","0","0","0","0","1","0","0"
"OR11H4","1.102e-05","0","0","2","0","0","0","2","17","2","2"
"OR11H6","1.081e-05","0","2","2","2","3","0","5","11","2","2"
"OR11L1","1.277e-05","0","0","1","0","0","1","2","10","2","1"
"OR12D2","1.221e-05","0","1","3","1","2","0","3","8","1","3"
"OR12D3","1.17e-05","0","0","2","1","0","0","1","4","4","3"
"OR13A1","1.683e-05","0","0","1","0","0","0","2","1","1","0"
"OR13C2","1.079e-05","0","0","1","0","0","0","0","2","0","1"
"OR13C3","1.194e-05","0","0","0","0","1","0","2","3","5","3"
"OR13C4","1.092e-05","0","2","2","1","1","0","4","9","1","5"
"OR13C5","1.059e-05","0","1","0","2","2","0","2","2","0","0"
"OR13C8","1.167e-05","0","4","1","1","0","0","0","7","1","2"
"OR13C9","9.96e-06","0","0","3","0","0","0","0","2","2","2"
"OR13D1","1.115e-05","0","1","1","1","1","0","4","9","3","2"
"OR13F1","1.149e-05","0","0","2","0","0","0","3","9","10","2"
"OR13G1","1.106e-05","0","0","0","0","1","0","1","2","2","0"
"OR13H1","1.084e-05","0","0","3","0","0","0","1","1","0","0"
"OR13J1","1.501e-05","0","1","0","0","0","0","3","8","1","1"
"OR14A16","1.067e-05","0","1","0","0","0","0","1","0","2","0"
"OR14C36","1.192e-05","0","1","1","0","0","0","2","12","0","2"
"OR14I1","1.199e-05","0","1","3","0","0","0","0","10","3","5"
"OR14J1","1.213e-05","0","0","0","1","0","0","1","5","1","1"
"OR1A1","1.242e-05","0","0","2","0","0","0","2","10","4","2"
"OR1A2","1.108e-05","0","1","1","3","0","0","3","5","6","2"
"OR1B1","1.284e-05","0","2","3","0","0","0","5","10","3","6"
"OR1C1","1.283e-05","0","1","0","0","0","0","1","11","1","2"
"OR1D2","1.101e-05","0","2","0","1","1","0","1","4","3","3"
"OR1D5","1.162e-05","0","0","0","0","0","0","0","0","0","0"
"OR1E1","1.127e-05","0","1","2","0","0","0","1","1","1","1"
"OR1E2","1.154e-05","0","1","3","0","0","0","0","7","0","0"
"OR1F1","1.154e-05","0","0","5","1","2","0","3","12","4","0"
"OR1G1","1.161e-05","0","0","0","0","0","0","2","16","3","1"
"OR1I1","1.497e-05","0","0","0","0","0","0","6","13","0","2"
"OR1J1","1.185e-05","0","0","1","0","0","0","2","7","3","3"
"OR1J2","1.148e-05","0","1","2","2","3","0","1","2","2","0"
"OR1J4","1.079e-05","0","0","0","0","0","0","0","3","0","5"
"OR1K1","1.483e-05","0","2","4","0","2","0","2","4","2","1"
"OR1L1","1.095e-05","0","2","3","1","0","0","2","4","2","4"
"OR1L3","1.113e-05","0","0","1","0","0","0","1","7","4","4"
"OR1L4","1.105e-05","0","1","0","0","0","0","3","5","1","1"
"OR1L6","1.171e-05","0","0","1","0","0","0","1","9","1","2"
"OR1L8","1.201e-05","0","0","1","0","0","0","0","5","4","2"
"OR1M1","1.455e-05","0","1","1","1","1","0","6","18","8","10"
"OR1N1","1.284e-05","0","0","3","0","0","0","3","2","6","3"
"OR1N2","1.203e-05","0","0","0","0","1","0","0","4","1","0"
"OR1Q1","1.158e-05","0","0","1","2","0","0","0","3","0","2"
"OR1S1","1.128e-05","0","0","1","0","1","0","3","14","3","3"
"OR1S2","1.128e-05","0","0","0","1","0","0","10","20","2","3"
"OR2A1","1.354e-05","0","0","0","0","0","0","0","0","0","0"
"OR2A12","1.138e-05","0","0","0","0","0","0","0","6","0","1"
"OR2A14","1.274e-05","0","1","0","0","0","0","1","6","3","0"
"OR2A2","1.139e-05","0","0","1","1","0","0","1","0","0","1"
"OR2A25","1.102e-05","0","0","1","0","0","0","0","6","6","4"
"OR2A4","1.3e-05","0","0","0","0","0","0","0","0","0","0"
"OR2A42","1.372e-05","0","0","0","0","0","0","0","0","0","0"
"OR2A5","1.171e-05","0","0","2","1","3","0","1","6","1","1"
"OR2A7","1.264e-05","0","0","0","0","0","0","0","0","0","0"
"OR2AE1","1.202e-05","0","1","4","0","0","0","2","13","4","7"
"OR2AG1","1.111e-05","0","0","0","1","0","0","1","2","4","3"
"OR2AG2","1.178e-05","0","1","0","0","0","0","3","8","3","2"
"OR2AK2","1.201e-05","0","1","2","2","3","0","3","5","2","1"
"OR2AT4","1.177e-05","0","0","1","1","0","0","2","10","1","1"
"OR2B11","1.503e-05","0","0","0","1","0","0","2","14","2","0"
"OR2B2","1.158e-05","0","1","4","1","0","0","3","13","3","1"
"OR2B3","9.86e-06","0","0","0","0","0","0","1","9","0","0"
"OR2B6","1.061e-05","0","0","0","0","0","0","0","5","1","1"
"OR2C1","1.369e-05","0","1","1","0","0","0","2","6","1","6"
"OR2C3","1.383e-05","0","2","4","0","2","0","3","6","0","0"
"OR2D2","1.079e-05","0","1","1","0","1","0","0","4","1","0"
"OR2D3","1.099e-05","0","1","1","0","0","0","1","2","2","3"
"OR2F1","1.119e-05","0","0","4","0","1","0","3","7","3","3"
"OR2F2","1.187e-05","0","0","3","0","0","0","1","12","1","1"
"OR2G2","1.236e-05","0","0","0","0","0","0","1","4","1","0"
"OR2G3","1.085e-05","0","0","0","0","0","0","2","11","2","2"
"OR2G6","1.308e-05","0","1","7","1","0","0","3","8","6","5"
"OR2H1","1.084e-05","0","0","5","1","3","0","2","9","4","3"
"OR2H2","1.141e-05","0","0","1","2","1","0","6","4","5","3"
"OR2J2","1.163e-05","0","0","4","1","0","0","1","8","1","0"
"OR2J3","1.086e-05","0","0","0","0","0","0","2","13","3","4"
"OR2K2","1.267e-05","0","0","0","0","0","0","0","10","1","4"
"OR2L13","1.222e-05","0","2","5","1","1","0","6","23","2","2"
"OR2L2","1.072e-05","0","0","0","1","0","0","0","6","2","2"
"OR2L3","1.078e-05","0","0","2","0","0","0","0","2","1","1"
"OR2L8","1.05e-05","0","1","2","0","1","0","1","0","0","0"
"OR2M2","1.245e-05","0","0","0","0","0","0","1","5","2","3"
"OR2M3","1.146e-05","0","0","0","0","0","0","0","3","1","1"
"OR2M4","1.122e-05","0","0","1","0","0","0","0","4","0","0"
"OR2M5","1.146e-05","0","0","1","1","0","0","0","6","3","4"
"OR2M7","1.093e-05","0","0","1","4","2","0","1","3","2","2"
"OR2S2","1.212e-05","0","1","0","2","0","0","1","2","1","2"
"OR2T1","1.272e-05","0","0","0","0","1","0","1","10","2","2"
"OR2T10","1.124e-05","0","1","1","0","0","0","1","3","3","5"
"OR2T11","1.246e-05","0","2","6","0","0","0","3","11","5","0"
"OR2T12","1.431e-05","0","0","5","0","0","0","0","0","0","0"
"OR2T2","1.359e-05","0","3","5","0","0","0","0","0","0","0"
"OR2T27","1.338e-05","0","3","11","0","1","0","0","1","0","1"
"OR2T29","1.239e-05","0","0","0","0","0","0","0","0","0","0"
"OR2T3","1.257e-05","0","0","0","0","0","0","1","0","0","0"
"OR2T33","1.416e-05","0","0","1","0","2","0","0","2","1","0"
"OR2T34","1.264e-05","0","0","0","0","0","0","0","4","0","0"
"OR2T35","1.351e-05","0","2","0","0","0","0","0","0","0","0"
"OR2T4","1.316e-05","0","0","0","0","0","0","0","1","2","2"
"OR2T5","1.268e-05","0","0","0","0","0","0","0","0","0","0"
"OR2T6","1.25e-05","0","0","1","0","3","0","2","8","3","2"
"OR2T8","1.449e-05","0","0","0","0","0","0","0","0","0","0"
"OR2V2","1.159e-05","0","2","0","0","0","0","1","9","1","2"
"OR2W1","1.069e-05","0","0","0","0","0","0","1","5","0","0"
"OR2W3","1.351e-05","0","1","3","0","0","0","5","4","1","4"
"OR2W5","1.415e-05","0","0","0","0","0","0","0","0","0","0"
"OR2Y1","1.313e-05","0","0","1","0","0","0","8","5","5","1"
"OR2Z1","1.443e-05","0","1","1","2","0","0","0","5","3","8"
"OR3A1","1.304e-05","0","1","3","0","0","0","1","7","0","4"
"OR3A2","1.3e-05","0","0","2","0","0","0","3","7","1","0"
"OR3A3","1.252e-05","0","0","1","0","2","0","0","1","1","0"
"OR4A15","1.159e-05","0","3","3","1","1","0","1","11","4","3"
"OR4A16","1.113e-05","0","2","3","1","0","0","1","12","3","2"
"OR4A47","9.63e-06","0","1","0","2","0","0","6","18","7","0"
"OR4A5","1.071e-05","0","4","11","1","0","0","4","10","1","3"
"OR4B1","1.124e-05","0","1","4","3","1","0","6","11","1","6"
"OR4C11","1.035e-05","0","0","0","0","0","0","1","3","0","0"
"OR4C12","9.73e-06","0","0","0","0","0","0","0","4","1","3"
"OR4C13","1.024e-05","0","0","2","2","0","0","1","8","0","0"
"OR4C15","1.193e-05","0","2","5","0","0","0","1","15","4","5"
"OR4C3","1.071e-05","0","1","1","0","0","0","1","2","2","2"
"OR4C45","1.27e-05","0","0","0","0","0","0","0","0","0","0"
"OR4C46","9.95e-06","0","2","0","1","0","0","1","10","5","1"
"OR4C6","1.161e-05","0","0","1","0","0","0","3","8","1","3"
"OR4D1","1.076e-05","0","0","1","1","0","0","1","9","2","5"
"OR4D10","1.139e-05","0","0","0","1","0","0","3","11","1","4"
"OR4D11","1.115e-05","0","0","1","1","1","0","2","2","0","1"
"OR4D2","1.199e-05","0","0","0","0","0","0","0","1","0","0"
"OR4D5","1.178e-05","0","1","0","0","1","0","3","7","6","6"
"OR4D6","1.253e-05","0","0","1","0","0","0","4","4","9","11"
"OR4D9","1.225e-05","0","0","6","2","2","0","1","4","5","2"
"OR4E2","1.17e-05","0","1","3","0","0","0","2","9","3","5"
"OR4F15","1.034e-05","0","0","0","1","0","0","2","5","0","2"
"OR4F16","1.085e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F17","1.118e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F21","1.062e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F29","1.085e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F3","1.085e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F4","1.117e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F5","1.113e-05","0","0","0","0","0","0","0","0","0","0"
"OR4F6","1.006e-05","0","0","0","0","1","0","0","4","2","3"
"OR4K1","1.106e-05","0","1","0","0","0","0","8","4","1","3"
"OR4K13","1.086e-05","0","0","0","0","1","0","0","8","3","0"
"OR4K14","1.091e-05","0","0","1","3","2","0","1","9","6","4"
"OR4K15","1.3e-05","0","0","0","0","0","0","2","8","5","3"
"OR4K17","1.072e-05","0","0","1","0","0","0","0","3","2","1"
"OR4K2","1.015e-05","0","2","0","0","0","0","1","10","0","0"
"OR4K5","1.056e-05","0","0","2","0","0","0","2","6","1","0"
"OR4L1","1.092e-05","0","1","3","0","0","0","0","6","3","1"
"OR4M1","1.071e-05","0","1","0","0","0","0","4","12","1","1"
"OR4M2","1.068e-05","0","0","2","0","0","0","1","7","1","0"
"OR4N2","1.152e-05","0","1","4","0","0","0","2","5","0","0"
"OR4N4","1.125e-05","0","0","0","0","1","0","1","4","0","0"
"OR4N5","1.09e-05","0","0","1","0","0","0","1","6","1","1"
"OR4P4","1.041e-05","0","0","0","0","0","0","2","4","0","1"
"OR4Q3","9.83e-06","0","1","1","2","2","0","1","9","0","0"
"OR4S1","1.153e-05","0","0","1","2","0","0","7","12","6","3"
"OR4S2","1.083e-05","0","1","3","0","0","0","2","4","0","2"
"OR4X1","1.113e-05","0","0","3","0","0","0","1","12","1","1"
"OR4X2","9.84e-06","0","0","0","0","0","0","1","10","2","1"
"OR51A2","1.001e-05","1","0","0","0","0","0","2","0","0","0"
"OR51A4","1.023e-05","0","1","4","0","1","0","1","2","0","0"
"OR51A7","1.006e-05","0","0","0","2","0","0","1","6","0","1"
"OR51B2","1.054e-05","0","0","0","0","0","0","3","8","3","3"
"OR51B4","1.139e-05","0","0","1","0","0","0","0","8","1","2"
"OR51B5","1.143e-05","0","2","6","0","1","0","12","40","0","1"
"OR51B6","1.082e-05","0","0","0","0","1","0","3","6","1","3"
"OR51D1","1.152e-05","0","1","3","0","0","0","5","15","6","3"
"OR51E1","1.38e-05","0","2","4","1","1","0","2","7","1","6"
"OR51E2","1.406e-05","0","0","0","0","0","0","1","7","3","3"
"OR51F1","1.123e-05","0","1","6","3","3","0","2","4","3","1"
"OR51F2","1.213e-05","0","0","2","1","1","0","1","5","2","0"
"OR51G1","1.301e-05","0","0","1","2","0","0","3","3","5","3"
"OR51G2","1.257e-05","0","0","11","0","0","0","3","19","0","3"
"OR51I1","1.128e-05","0","0","1","0","1","0","2","12","4","5"
"OR51I2","1.201e-05","0","2","4","0","1","0","0","6","1","1"
"OR51L1","1.061e-05","0","1","3","1","0","0","2","13","7","8"
"OR51M1","1.24e-05","0","1","1","0","1","0","5","9","2","1"
"OR51Q1","1.27e-05","0","1","1","0","0","0","5","25","2","4"
"OR51S1","1.137e-05","0","0","1","0","0","0","1","5","1","4"
"OR51T1","1.287e-05","0","2","1","0","0","0","2","6","2","1"
"OR51V1","1.118e-05","0","1","0","0","1","0","3","18","4","4"
"OR52A1","1.051e-05","0","0","0","0","0","0","0","11","0","3"
"OR52A5","1.07e-05","0","0","2","0","0","0","3","2","2","0"
"OR52B2","1.245e-05","0","2","3","3","1","0","0","6","0","3"
"OR52B4","1.131e-05","0","1","0","0","0","0","4","6","4","2"
"OR52B6","1.243e-05","0","0","0","0","0","0","4","6","2","2"
"OR52E2","1.166e-05","0","0","1","0","0","0","1","1","0","4"
"OR52E4","1.072e-05","0","0","0","1","0","0","0","7","0","2"
"OR52E6","1.066e-05","0","0","0","0","2","0","6","13","5","2"
"OR52E8","1.09e-05","0","0","5","0","1","0","1","5","1","1"
"OR52H1","1.181e-05","0","0","0","0","0","0","5","5","3","1"
"OR52I1","1.204e-05","0","0","1","0","0","0","1","6","1","0"
"OR52I2","1.278e-05","0","0","2","1","1","0","0","5","2","0"
"OR52J3","1.271e-05","0","0","0","0","0","0","5","13","3","2"
"OR52K1","1.209e-05","0","2","4","0","0","0","3","7","2","1"
"OR52K2","1.177e-05","0","0","1","0","0","0","4","13","5","5"
"OR52L1","1.167e-05","0","1","3","0","0","0","3","14","6","7"
"OR52M1","1.29e-05","0","2","1","3","2","0","6","20","2","9"
"OR52N1","1.11e-05","0","0","0","0","0","0","0","5","2","3"
"OR52N2","1.221e-05","0","0","3","2","1","0","0","8","1","0"
"OR52N4","1.073e-05","0","0","1","1","1","0","1","9","2","5"
"OR52N5","1.153e-05","0","0","0","0","0","0","1","3","1","2"
"OR52R1","1.225e-05","0","0","2","1","0","0","4","15","5","4"
"OR52W1","1.163e-05","0","1","3","2","0","0","2","10","3","3"
"OR56A1","1.214e-05","0","0","0","1","0","0","1","10","3","1"
"OR56A3","1.102e-05","0","0","1","0","0","0","0","3","0","0"
"OR56A4","1.337e-05","0","0","2","0","0","0","1","4","2","4"
"OR56A5","1.32e-05","0","0","0","0","0","0","0","0","0","0"
"OR56B1","1.011e-05","0","0","6","3","2","0","0","0","1","3"
"OR56B4","1.048e-05","0","1","2","2","1","0","0","8","1","1"
"OR5A1","1.195e-05","0","1","1","0","1","0","2","2","2","0"
"OR5A2","1.162e-05","0","0","1","0","0","0","2","3","3","1"
"OR5AC2","1.14e-05","0","0","1","0","0","0","3","8","4","1"
"OR5AK2","9.95e-06","0","1","2","0","1","0","1","11","2","1"
"OR5AN1","9.57e-06","0","0","0","0","0","0","1","3","4","3"
"OR5AP2","1.088e-05","0","1","2","0","1","0","0","5","2","3"
"OR5AR1","1.081e-05","0","0","1","1","1","0","2","13","2","4"
"OR5AS1","1.06e-05","0","1","2","0","0","0","3","4","3","1"
"OR5AU1","1.308e-05","0","1","8","2","0","0","3","12","7","6"
"OR5B12","1.001e-05","0","0","0","0","0","0","1","3","0","0"
"OR5B17","1.049e-05","0","0","1","1","0","0","0","2","3","1"
"OR5B2","1.026e-05","0","0","0","0","1","0","1","7","2","0"
"OR5B21","1.083e-05","0","0","0","0","0","1","0","5","1","2"
"OR5B3","1.048e-05","0","0","0","0","0","0","0","2","0","1"
"OR5C1","1.637e-05","0","1","2","1","1","0","3","4","2","9"
"OR5D13","1.042e-05","0","0","0","0","1","0","1","4","1","3"
"OR5D14","1.059e-05","0","0","3","1","0","0","4","11","4","5"
"OR5D16","1.126e-05","0","0","0","2","1","0","1","6","1","1"
"OR5D18","1.186e-05","0","0","2","1","0","0","0","3","0","1"
"OR5F1","1.228e-05","0","0","3","1","1","0","1","10","4","1"
"OR5H1","1.039e-05","0","0","0","1","2","0","1","2","0","0"
"OR5H14","9.98e-06","0","1","4","1","2","0","0","0","1","1"
"OR5H15","9.87e-06","0","2","6","0","0","0","2","6","0","0"
"OR5H2","1.003e-05","0","2","2","0","0","0","2","7","0","5"
"OR5H6","1.052e-05","0","1","4","0","0","0","1","10","1","0"
"OR5I1","1.156e-05","0","0","1","0","0","0","3","9","2","3"
"OR5J2","1.039e-05","0","0","1","0","0","0","2","5","2","1"
"OR5K1","1.01e-05","0","0","2","1","0","0","1","6","1","3"
"OR5K2","9.86e-06","0","0","1","0","1","0","1","4","0","5"
"OR5K4","1.07e-05","0","1","1","0","0","0","0","3","2","1"
"OR5L1","1.088e-05","0","0","1","0","0","0","3","6","5","5"
"OR5L2","1.131e-05","0","1","0","1","2","0","2","7","1","1"
"OR5M1","1.16e-05","0","1","0","0","0","0","1","6","2","2"
"OR5M10","1.154e-05","0","0","0","0","0","0","1","1","3","3"
"OR5M11","1.213e-05","0","0","2","0","0","0","1","5","2","2"
"OR5M3","1.126e-05","0","1","3","1","3","0","1","11","2","0"
"OR5M8","1.162e-05","0","0","0","2","1","0","7","18","5","4"
"OR5M9","1.268e-05","0","0","0","1","2","0","1","8","4","1"
"OR5P2","1.145e-05","0","0","0","1","2","0","3","10","2","3"
"OR5P3","1.054e-05","0","0","0","0","1","0","1","9","2","3"
"OR5R1","1.156e-05","0","0","0","1","1","0","1","8","2","2"
"OR5T1","1.046e-05","0","1","2","0","1","0","0","5","1","1"
"OR5T2","1.189e-05","0","1","2","1","0","0","0","1","1","0"
"OR5T3","1.052e-05","0","0","2","0","1","0","1","6","1","0"
"OR5V1","1.042e-05","0","0","1","0","0","0","1","14","1","2"
"OR5W2","1.007e-05","0","0","1","0","0","0","0","1","0","1"
"OR6A2","1.138e-05","0","0","0","0","0","0","7","22","3","1"
"OR6B1","1.172e-05","0","3","2","1","0","0","1","4","5","1"
"OR6B2","1.552e-05","0","0","1","0","0","0","1","2","0","0"
"OR6B3","1.661e-05","0","0","0","0","0","0","0","3","0","1"
"OR6C1","9.92e-06","0","1","2","0","0","0","0","2","0","2"
"OR6C2","9.6e-06","0","0","0","0","1","0","2","6","3","1"
"OR6C3","1.03e-05","0","0","0","0","0","0","3","1","2","1"
"OR6C4","1.009e-05","0","0","0","0","0","0","3","2","5","1"
"OR6C6","1.041e-05","0","1","3","6","4","0","2","3","3","1"
"OR6C65","9.53e-06","0","0","3","1","0","0","1","4","0","2"
"OR6C68","9.88e-06","0","1","4","2","2","0","2","7","0","0"
"OR6C70","9.95e-06","0","1","10","0","2","0","1","0","2","2"
"OR6C74","1.001e-05","0","0","1","0","0","0","2","7","4","1"
"OR6C75","9.74e-06","0","2","4","0","0","0","1","7","3","0"
"OR6C76","1.013e-05","0","1","2","1","0","0","1","7","6","3"
"OR6F1","1.205e-05","0","0","0","0","0","0","2","4","1","0"
"OR6K2","1.232e-05","0","2","1","1","1","0","7","9","2","2"
"OR6K3","1.134e-05","0","0","2","0","0","0","2","11","5","3"
"OR6K6","1.17e-05","0","0","1","0","0","0","5","8","1","0"
"OR6M1","1.171e-05","0","0","4","0","0","0","3","5","4","0"
"OR6N1","1.141e-05","0","0","0","0","0","0","1","9","2","4"
"OR6N2","1.048e-05","0","1","1","0","1","0","3","4","1","1"
"OR6P1","1.34e-05","0","0","0","0","0","0","0","0","0","0"
"OR6Q1","1.122e-05","0","1","1","0","0","0","2","6","7","2"
"OR6S1","1.35e-05","0","1","2","0","0","0","2","10","2","3"
"OR6T1","1.274e-05","0","1","3","1","0","0","1","5","6","4"
"OR6V1","1.169e-05","0","2","2","1","1","0","5","6","0","1"
"OR6X1","1.103e-05","0","0","0","0","2","0","1","4","1","1"
"OR6Y1","1.168e-05","0","0","0","0","1","0","3","11","1","7"
"OR7A10","1.082e-05","0","0","0","0","0","0","0","9","2","3"
"OR7A17","1.016e-05","0","1","0","0","0","0","1","3","1","1"
"OR7A5","1.06e-05","0","0","0","0","0","0","3","3","0","4"
"OR7C1","1.276e-05","0","0","0","1","0","0","3","10","3","3"
"OR7C2","1.224e-05","0","1","0","1","1","0","2","6","4","4"
"OR7D2","1.306e-05","0","0","0","0","2","0","1","3","1","2"
"OR7D4","1.202e-05","0","0","2","0","1","0","1","8","1","0"
"OR7E24","1.192e-05","0","0","1","0","0","0","0","2","4","1"
"OR7G1","1.022e-05","0","1","2","0","0","0","5","10","1","3"
"OR7G2","1.207e-05","0","0","1","0","0","0","2","5","0","1"
